,0
2499,313673
2500,312030
2501,315767
2502,317024
2503,321178
2504,314992
2505,315186
2506,313293
2507,319300
2508,320368
2509,227785
2510,251147
2511,233851
2512,243094
2513,240127
2514,233001
2515,252662
2516,229410
2517,114312
2518,266604
2519,187337
2520,195742
2521,212199
2522,207931
2523,200746
2524,208702
2525,223287
2526,224750
2527,234559
2528,217519
2529,207366
2530,231652
2531,198324
2532,226550
2533,206745
2534,210992
2535,219971
2536,255178
2537,216636
2538,222943
2539,236544
2540,230739
2541,221533
2542,231111
2543,190134
2544,208315
2545,211242
2546,266886
2547,216129
2548,223599
2549,204373
2550,208814
2551,209427
2552,207052
2553,206900
2554,267967
2555,181545
2556,189529
2557,194795
2558,206495
2559,245059
2560,245491
2561,245334
2562,232691
2563,151738
2564,192812
2565,186321
2566,163321
2567,184920
2568,320286
2569,320268
2570,318874
2571,184429
2572,285543
2573,269075
2574,199001
2575,319580
2576,320168
2577,319562
2578,318254
2579,319840
2580,319664
2581,315223
2582,318849
2583,319316
2584,312380
2585,315308
2586,319319
2587,319284
2588,317301
2589,320135
2590,320714
2591,320525
2592,319716
2593,320546
2594,319497
2595,320817
2596,318321
2597,319285
2598,318726
2599,319641
2600,307511
2601,319347
2602,319832
2603,320065
2604,318888
2605,317387
2606,320271
2607,320024
2608,319182
2609,318516
2610,319841
2611,319710
2612,319359
2613,318400
2614,319289
2615,315066
2616,315918
2617,319586
2618,312117
2619,319141
2620,318450
2621,318599
2622,317287
2623,309742
2624,307693
2625,316479
2626,320626
2627,310501
2628,247569
2629,248764
2630,245053
2631,247324
2632,247508
2633,167472
2634,170334
2635,174375
2636,124540
2637,188807
2638,187731
2639,187621
2640,187174
2641,187551
2642,190408
2643,190287
2644,188984
2645,186681
2646,191614
2647,189855
2648,188074
2649,190317
2650,188461
2651,189193
2652,189998
2653,187855
2654,187478
2655,189351
2656,188273
2657,190432
2658,189510
2659,191362
2660,255737
2661,256221
2662,256120
2663,256820
2664,255779
2665,255487
2666,255937
2667,192243
2668,192190
2669,188641
2670,188553
2671,185771
2672,189739
2673,191220
2674,187814
2675,189506
2676,159346
2677,179067
2678,168274
2679,178388
2680,151548
2681,159203
2682,175726
2683,191337
2684,178528
2685,199115
2686,172997
2687,185640
2688,201586
2689,136361
2690,143066
2691,188963
2692,197050
2693,187297
2694,168075
2695,200361
2696,178175
2697,187515
2698,176708
2699,192715
2700,201748
2701,207223
2702,200908
2703,202462
2704,201942
2705,256268
2706,256671
2707,255920
2708,255757
2709,256233
2710,255878
2711,106736
2712,187656
2713,204719
2714,286397
2715,275346
2716,275078
2717,279508
2718,278156
2719,261279
2720,277819
2721,275934
2722,279752
2723,277714
2724,271109
2725,289584
2726,285621
2727,293989
2728,281712
2729,286351
2730,301514
2731,288764
2732,281589
2733,284609
2734,295978
2735,293890
2736,274976
2737,260767
2738,316237
2739,317583
2740,313640
2741,301252
2742,309298
2743,315424
2744,251772
2745,51351
2746,52201
2747,52917
2748,52418
2749,51531
2750,51580
2751,49811
2752,52184
2753,52615
2754,50830
2755,52754
2756,52156
2757,52300
2758,53168
2759,68367
2760,34441
2761,140127
2762,147423
2763,152275
2764,190388
2765,189409
2766,223062
2767,224273
2768,224622
2769,222034
2770,221317
2771,319817
2772,318188
2773,319616
2774,317223
2775,320767
2776,320047
2777,319543
2778,320489
2779,320160
2780,319897
2781,319758
2782,307206
2783,321056
2784,318493
2785,320191
2786,319743
2787,319902
2788,320620
2789,319771
2790,320867
2791,319864
2792,317708
2793,319988
2794,316664
2795,319079
2796,319138
2797,318333
2798,320755
2799,255903
2800,255978
2801,256602
2802,256924
2803,255867
2804,256129
2805,258264
2806,257331
2807,235460
2808,229813
2809,234919
2810,228386
2811,248778
2812,246098
2813,237877
2814,253586
2815,250441
2816,249085
2817,249490
2818,245022
2819,248143
2820,247133
2821,240446
2822,229553
2823,244244
2824,256913
2825,267889
2826,250323
2827,254369
2828,247148
2829,243997
2830,267028
2831,254327
2832,307105
2833,303707
2834,301773
2835,254183
2836,279531
2837,256386
2838,283163
2839,257234
2840,258706
2841,254503
2842,287819
2843,253171
2844,255835
2845,255102
2846,256523
2847,257033
2848,259338
2849,257387
2850,270250
2851,256240
2852,255905
2853,258460
2854,256374
2855,259080
2856,255907
2857,255811
2858,258115
2859,259487
2860,256024
2861,256303
2862,244477
2863,273071
2864,257061
2865,255073
2866,264473
2867,256188
2868,257210
2869,256142
2870,144820
2871,166899
2872,153966
2873,165843
2874,152220
2875,171169
2876,186803
2877,170502
2878,185129
2879,161660
2880,156134
2881,316085
2882,320984
2883,319770
2884,244093
2885,198869
2886,199851
2887,192936
2888,189411
2889,195570
2890,193392
2891,199619
2892,188921
2893,196121
2894,182891
2895,184221
2896,187878
2897,179534
2898,188883
2899,193177
2900,240763
2901,225564
2902,228361
2903,242626
2904,249722
2905,198378
2906,178165
2907,201259
2908,196815
2909,245594
2910,254727
2911,251563
2912,253273
2913,144397
2914,320080
2915,316795
2916,319160
2917,319781
2918,154171
2919,174386
2920,171561
2921,176631
2922,179165
2923,179497
2924,175001
2925,274848
2926,183881
2927,198482
2928,264668
2929,176098
2930,167027
2931,182411
2932,176251
2933,192965
2934,174512
2935,181095
2936,254405
2937,258345
2938,222730
2939,235107
2940,253438
2941,258069
2942,215982
2943,266505
2944,270197
2945,262267
2946,192044
2947,221380
2948,218882
2949,222358
2950,215829
2951,168438
2952,215976
2953,226027
2954,197526
2955,217127
2956,221486
2957,201649
2958,201601
2959,206643
2960,214410
2961,219139
2962,199845
2963,218492
2964,201720
2965,231327
2966,205945
2967,188869
2968,215153
2969,198658
2970,234349
2971,178392
2972,164685
2973,159067
2974,169207
2975,164817
2976,168569
2977,177313
2978,179014
2979,188690
2980,179784
2981,192655
2982,184234
2983,180205
2984,181747
2985,184374
2986,227443
2987,212510
2988,199365
2989,190321
2990,213872
2991,199257
2992,212976
2993,196271
2994,184841
2995,205158
2996,190394
2997,196631
2998,213238
2999,193846
3000,202126
3001,189455
3002,173693
3003,193278
3004,189141
3005,164293
3006,246801
3007,263092
3008,199138
3009,247097
3010,255442
3011,234341
3012,233776
3013,235154
3014,229978
3015,250169
3016,224336
3017,201628
3018,246618
3019,264701
3020,229094
3021,224009
3022,258306
3023,226747
3024,288805
3025,277740
3026,272794
3027,296782
3028,209312
3029,227065
3030,233426
3031,156221
3032,207162
3033,196854
3034,220241
3035,254885
3036,255266
3037,170956
3038,188520
3039,159849
3040,243346
3041,228333
3042,282150
3043,278182
3044,277331
3045,278981
3046,290988
3047,274451
3048,298877
3049,266018
3050,270768
3051,227975
3052,240506
3053,232715
3054,235334
3055,236356
3056,235349
3057,133741
3058,134791
3059,138760
3060,132803
3061,134405
3062,234878
3063,229687
3064,233843
3065,223050
3066,219564
3067,237151
3068,247594
3069,246418
3070,255479
3071,259532
3072,239526
3073,242502
3074,279179
3075,265919
3076,273101
3077,240214
3078,255142
3079,244499
3080,211184
3081,200692
3082,228700
3083,216219
3084,213965
3085,184184
3086,202876
3087,250482
3088,250794
3089,258452
3090,259534
3091,248946
3092,253353
3093,255823
3094,143619
3095,134197
3096,141112
3097,240309
3098,275068
3099,244041
3100,247870
3101,250390
3102,268891
3103,280873
3104,248763
3105,249208
3106,237353
3107,167707
3108,181796
3109,250973
3110,248999
3111,251167
3112,249908
3113,253020
3114,294679
3115,237524
3116,237437
3117,223232
3118,299383
3119,234947
3120,250519
3121,231020
3122,320411
3123,319773
3124,321661
3125,321320
3126,320554
3127,319813
3128,320056
3129,320896
3130,319669
3131,320445
3132,321226
3133,318695
3134,320077
3135,320176
3136,220384
3137,223192
3138,255484
3139,248519
3140,225215
3141,246148
3142,224239
3143,269367
3144,267064
3145,239916
3146,241379
3147,236434
3148,317056
3149,209259
3150,268944
3151,210776
3152,250980
3153,204915
3154,216723
3155,225625
3156,208642
3157,211721
3158,213005
3159,285105
3160,244755
3161,242410
3162,191865
3163,201064
3164,219992
3165,250679
3166,193544
3167,211289
3168,206339
3169,187157
3170,183591
3171,196955
3172,176704
3173,170089
3174,220806
3175,200055
3176,220224
3177,223025
3178,213700
3179,218058
3180,166959
3181,204894
3182,245161
3183,138490
3184,199590
3185,212701
3186,158941
3187,217208
3188,205008
3189,241632
3190,213116
3191,219493
3192,200998
3193,209366
3194,231262
3195,216799
3196,210046
3197,212499
3198,211846
3199,208654
3200,209286
3201,215206
3202,206824
3203,209667
3204,204023
3205,207100
3206,205901
3207,209255
3208,171377
3209,229697
3210,254467
3211,195134
3212,181054
3213,196765
3214,185490
3215,211116
3216,200657
3217,253840
3218,256991
3219,254454
3220,239020
3221,243396
3222,241412
3223,251286
3224,252696
3225,249940
3226,251889
3227,248685
3228,263693
3229,172212
3230,169587
3231,151547
3232,213189
3233,174120
3234,283760
3235,210784
3236,196664
3237,167660
3238,227160
3239,153283
3240,178029
3241,154132
3242,168136
3243,266382
3244,268012
3245,277329
3246,275965
3247,275846
3248,298953
3249,302033
3250,278670
3251,283377
3252,253821
3253,262098
3254,288174
3255,149723
3256,162999
3257,177915
3258,146743
3259,156734
3260,128532
3261,133944
3262,169602
3263,164597
3264,152436
3265,172628
3266,172706
3267,169459
3268,155016
3269,155800
3270,157941
3271,153062
3272,167078
3273,137678
3274,179445
3275,158183
3276,169035
3277,157160
3278,184835
3279,162055
3280,178481
3281,196656
3282,208201
3283,308841
3284,287042
3285,311823
3286,294945
3287,280055
3288,323521
3289,295272
3290,312280
3291,310566
3292,310999
3293,311464
3294,310809
3295,312027
3296,310610
3297,312599
3298,313797
3299,310669
3300,312094
3301,309790
3302,310048
3303,201808
3304,321101
3305,320344
3306,320028
3307,320718
3308,319865
3309,321827
3310,320942
3311,320741
3312,320514
3313,212357
3314,216287
3315,216424
3316,212710
3317,210997
3318,216188
3319,216657
3320,209486
3321,221762
3322,240521
3323,235945
3324,221535
3325,154557
3326,146337
3327,237076
3328,209989
3329,238980
3330,145611
3331,251605
3332,129088
3333,178103
3334,168724
3335,175423
3336,157666
3337,197686
3338,169990
3339,170877
3340,318210
3341,319021
3342,248595
3343,247750
3344,250913
3345,247079
3346,242589
3347,110351
3348,106165
3349,137025
3350,128008
3351,198279
3352,193381
3353,132042
3354,214765
3355,118724
3356,194618
3357,189120
3358,205049
3359,115728
3360,176897
3361,184054
3362,205655
3363,197286
3364,190327
3365,198549
3366,257001
3367,245674
3368,261512
3369,264715
3370,246093
3371,265538
3372,258613
3373,268470
3374,245756
3375,253749
3376,164337
3377,131851
3378,160186
3379,133155
3380,174483
3381,171599
3382,219494
3383,106395
3384,157427
3385,319522
3386,318854
3387,319805
3388,170117
3389,228098
3390,206361
3391,211193
3392,200799
3393,317042
3394,222994
3395,286499
3396,231881
3397,217449
3398,219835
3399,211749
3400,145721
3401,133531
3402,168779
3403,99609
3404,113223
3405,164901
3406,182683
3407,189782
3408,161806
3409,190726
3410,182927
3411,320057
3412,319820
3413,320450
3414,319741
3415,319721
3416,320019
3417,319668
3418,319753
3419,112250
3420,247647
3421,200060
3422,214942
3423,214664
3424,216056
3425,214139
3426,218183
3427,304957
3428,299164
3429,298031
3430,296508
3431,290938
3432,287341
3433,298690
3434,299349
3435,292491
3436,293819
3437,150323
3438,172872
3439,188752
3440,184914
3441,182924
3442,167320
3443,174930
3444,171791
3445,199902
3446,138860
3447,214771
3448,200582
3449,181246
3450,233566
3451,173540
3452,186463
3453,205783
3454,116913
3455,228855
3456,142167
3457,207401
3458,210527
3459,125398
3460,190564
3461,165774
3462,177599
3463,112089
3464,128431
3465,161279
3466,184886
3467,170886
3468,166969
3469,171812
3470,206647
3471,131487
3472,195185
3473,179704
3474,245236
3475,116511
3476,177813
3477,171075
3478,184283
3479,135525
3480,179962
3481,181984
3482,202617
3483,183445
3484,186157
3485,191543
3486,232188
3487,244139
3488,274750
3489,267418
3490,276529
3491,276648
3492,265008
3493,270502
3494,222423
3495,232292
3496,230297
3497,234201
3498,224419
3499,246066
3500,251191
3501,257883
3502,212560
3503,222337
3504,210620
3505,238558
3506,226842
3507,296233
3508,243654
3509,307070
3510,270444
3511,236950
3512,273203
3513,183390
3514,184514
3515,196152
3516,209945
3517,194498
3518,195863
3519,155012
3520,149432
3521,138375
3522,195245
3523,220019
3524,193393
3525,194093
3526,157664
3527,163851
3528,184087
3529,110572
3530,289266
3531,271772
3532,280636
3533,281517
3534,275990
3535,276837
3536,286445
3537,95336
3538,147689
3539,179563
3540,143621
3541,232662
3542,244915
3543,250606
3544,233302
3545,247751
3546,219757
3547,232418
3548,265711
3549,236423
3550,210629
3551,229435
3552,219069
3553,249561
3554,231277
3555,220085
3556,269512
3557,259567
3558,267027
3559,257262
3560,266853
3561,269100
3562,265395
3563,265556
3564,260577
3565,263424
3566,180931
3567,161672
3568,213161
3569,182668
3570,141277
3571,306088
3572,236485
3573,243372
3574,256556
3575,239796
3576,236751
3577,237429
3578,243325
3579,239038
3580,239427
3581,239987
3582,254550
3583,239292
3584,241514
3585,237503
3586,238791
3587,241722
3588,243324
3589,261866
3590,248583
3591,255782
3592,252588
3593,254792
3594,160818
3595,159322
3596,161397
3597,162151
3598,162300
3599,154579
3600,152795
3601,180104
3602,133132
3603,143278
3604,135691
3605,272955
3606,320186
3607,322154
3608,320664
3609,319037
3610,317315
3611,320695
3612,231737
3613,233436
3614,225434
3615,263873
3616,262075
3617,286723
3618,286026
3619,267146
3620,259326
3621,257495
3622,256497
3623,258523
3624,259653
3625,258633
3626,259216
3627,263264
3628,199407
3629,187832
3630,188695
3631,211311
3632,273774
3633,278465
3634,277268
3635,285666
3636,284524
3637,321156
3638,320996
3639,321157
3640,320026
3641,326464
3642,320601
3643,330042
3644,325014
3645,320884
3646,321177
3647,321709
3648,320684
3649,321773
3650,320387
3651,323296
3652,321697
3653,185575
3654,209886
3655,196817
3656,180409
3657,192123
3658,172975
3659,171612
3660,160689
3661,166067
3662,171749
3663,166199
3664,173196
3665,170049
3666,159464
3667,197435
3668,189406
3669,201816
3670,227762
3671,199585
3672,208700
3673,228682
3674,212997
3675,251360
3676,279624
3677,195695
3678,230062
3679,127592
3680,230516
3681,254566
3682,227506
3683,232981
3684,226612
3685,233457
3686,237601
3687,320170
3688,316022
3689,319970
3690,319087
3691,319086
3692,319889
3693,320483
3694,319836
3695,320497
3696,319953
3697,319995
3698,320343
3699,320980
3700,171222
3701,149409
3702,150805
3703,163621
3704,155831
3705,151670
3706,152251
3707,164686
3708,163917
3709,149251
3710,155239
3711,127946
3712,174039
3713,157114
3714,284255
3715,167843
3716,161166
3717,194969
3718,189789
3719,192997
3720,187454
3721,170761
3722,172606
3723,201904
3724,213223
3725,140490
3726,134788
3727,146223
3728,152723
3729,146114
3730,137150
3731,154524
3732,150240
3733,165683
3734,174457
3735,138392
3736,167337
3737,139793
3738,170094
3739,179404
3740,206893
3741,202762
3742,180584
3743,206143
3744,200663
3745,191774
3746,182278
3747,202517
3748,211019
3749,213589
3750,207949
3751,204149
3752,220001
3753,200645
3754,194321
3755,193446
3756,192404
3757,197087
3758,201629
3759,185136
3760,204309
3761,204466
3762,238437
3763,224972
3764,315885
3765,319536
3766,317032
3767,273536
3768,253834
3769,251666
3770,256922
3771,249972
3772,318425
3773,320592
3774,319232
3775,287922
3776,292715
3777,272942
3778,269167
3779,264886
3780,259332
3781,300622
3782,287559
3783,284655
3784,280584
3785,287906
3786,278861
3787,288324
3788,220100
3789,243947
3790,279533
3791,288759
3792,275224
3793,272819
3794,274301
3795,167222
3796,136290
3797,142260
3798,152707
3799,121973
3800,157027
3801,128997
3802,117605
3803,136796
3804,213880
3805,195220
3806,171837
3807,167766
3808,246538
3809,266861
3810,269606
3811,287837
3812,155037
3813,151345
3814,163913
3815,160248
3816,152430
3817,155088
3818,150145
3819,153075
3820,161456
3821,161220
3822,153860
3823,171757
3824,159141
3825,203677
3826,240588
3827,176192
3828,239611
3829,235103
3830,216378
3831,205596
3832,109767
3833,233878
3834,220791
3835,211120
3836,221939
3837,198536
3838,195738
3839,197685
3840,232209
3841,164669
3842,205825
3843,206723
3844,205101
3845,186165
3846,201013
3847,180591
3848,193743
3849,194115
3850,175385
3851,195773
3852,187907
3853,206951
3854,192098
3855,182133
3856,178575
3857,197591
3858,186985
3859,179337
3860,196377
3861,177169
3862,165830
3863,216181
3864,170544
3865,196661
3866,204861
3867,222205
3868,189610
3869,194830
3870,205171
3871,191276
3872,217320
3873,310649
3874,317586
3875,314318
3876,317601
3877,321098
3878,317913
3879,317115
3880,315900
3881,317926
3882,223406
3883,201559
3884,201040
3885,163444
3886,190657
3887,209895
3888,205124
3889,193324
3890,191655
3891,216199
3892,217755
3893,230073
3894,177125
3895,175008
3896,174865
3897,180418
3898,176799
3899,178508
3900,172131
3901,161938
3902,171150
3903,171192
3904,171166
3905,172095
3906,190380
3907,190816
3908,190552
3909,190925
3910,240855
3911,204854
3912,204749
3913,190761
3914,197566
3915,156018
3916,166812
3917,163312
3918,197449
3919,189284
3920,203006
3921,195479
3922,170665
3923,177699
3924,179905
3925,176419
3926,185450
3927,272376
3928,268386
3929,311864
3930,318180
3931,319917
3932,255713
3933,283579
3934,296385
3935,279143
3936,105992
3937,195540
3938,221114
3939,200492
3940,192968
3941,212369
3942,192856
3943,188382
3944,211169
3945,206885
3946,112729
3947,104400
3948,214447
3949,200519
3950,237529
3951,276598
3952,227152
3953,225416
3954,150518
3955,209876
3956,141875
3957,205607
3958,175779
3959,210693
3960,186544
3961,196731
3962,183080
3963,207183
3964,164498
3965,207657
3966,248122
3967,228407
3968,199579
3969,216363
3970,124338
3971,163508
3972,169680
3973,210636
3974,160801
3975,208434
3976,209632
3977,167670
3978,201652
3979,182361
3980,199652
3981,206161
3982,201632
3983,198991
3984,201192
3985,142051
3986,205599
3987,231417
3988,212809
3989,213886
3990,202831
3991,205567
3992,175338
3993,211915
3994,208423
3995,187338
3996,243269
3997,261077
3998,258622
3999,270704
4000,263799
4001,263457
4002,206504
4003,162210
4004,133014
4005,203393
4006,152740
4007,73323
4008,207526
4009,200627
4010,187257
4011,209262
4012,214208
4013,216333
4014,225650
4015,235129
4016,244375
4017,270159
4018,198307
4019,169919
4020,152014
4021,128205
4022,128570
4023,128058
4024,108807
4025,111783
4026,126096
4027,117980
4028,121983
4029,132931
4030,126257
4031,132512
4032,117878
4033,236478
4034,319633
4035,319117
4036,319979
4037,320828
4038,95364
4039,320712
4040,129935
4041,225450
4042,262625
4043,282934
4044,189172
4045,190953
4046,189904
4047,189666
4048,222021
4049,184959
4050,182336
4051,210153
4052,176254
4053,192650
4054,143846
4055,169224
4056,189388
4057,144786
4058,190506
4059,146272
4060,132258
4061,205848
4062,269314
4063,260260
4064,266534
4065,257944
4066,254828
4067,252080
4068,256832
4069,255893
4070,256200
4071,256531
4072,256727
4073,256018
4074,191845
4075,190561
4076,313009
4077,317550
4078,318062
4079,318090
4080,229044
4081,210328
4082,202849
4083,191484
4084,191946
4085,188925
4086,190488
4087,190817
4088,191460
4089,190878
4090,192082
4091,319672
4092,319563
4093,279305
4094,119587
4095,153946
4096,118337
4097,155208
4098,149822
4099,190275
4100,99483
4101,162383
4102,166267
4103,183858
4104,157483
4105,243797
4106,282112
4107,283235
4108,278144
4109,278577
4110,306673
4111,277289
4112,291945
4113,291229
4114,281686
4115,284174
4116,186403
4117,187987
4118,185996
4119,188781
4120,189268
4121,188408
4122,178872
4123,192487
4124,186743
4125,188661
4126,147045
4127,146259
4128,255272
4129,159485
4130,151504
4131,184209
4132,152693
4133,171327
4134,180125
4135,195287
4136,162772
4137,185808
4138,192229
4139,175320
4140,176045
4141,154554
4142,168665
4143,169998
4144,162494
4145,166344
4146,168403
4147,161089
4148,148955
4149,151076
4150,142043
4151,158912
4152,179293
4153,195175
4154,164808
4155,158251
4156,159054
4157,158384
4158,153094
4159,319489
4160,319061
4161,142669
4162,146851
4163,140589
4164,141120
4165,147009
4166,140594
4167,145351
4168,137782
4169,138588
4170,136016
4171,132447
4172,145369
4173,130802
4174,194539
4175,209289
4176,192494
4177,192112
4178,208710
4179,133567
4180,132780
4181,131120
4182,132890
4183,178393
4184,157595
4185,131483
4186,270653
4187,128166
4188,231216
4189,228008
4190,274422
4191,246598
4192,272824
4193,192237
4194,143515
4195,179257
4196,177035
4197,195226
4198,207416
4199,153880
4200,153815
4201,213487
4202,212903
4203,256681
4204,256874
4205,256770
4206,256406
4207,256383
4208,256449
4209,256625
4210,256936
4211,256756
4212,256589
4213,263067
4214,157962
4215,175151
4216,217631
4217,207964
4218,177314
4219,190505
4220,172379
4221,125996
4222,176920
4223,175074
4224,182054
4225,282062
4226,178586
4227,197324
4228,161713
4229,168601
4230,178720
4231,174297
4232,271279
4233,291427
4234,285912
4235,261605
4236,106078
4237,320134
4238,192141
4239,276974
4240,262845
4241,256076
4242,238110
4243,250379
4244,252975
4245,241593
4246,254955
4247,255295
4248,165274
4249,277464
4250,187139
4251,185703
4252,154502
4253,205431
4254,170420
4255,159566
4256,185383
4257,219734
4258,143383
4259,140642
4260,131671
4261,121642
4262,136359
4263,170120
4264,147043
4265,147556
4266,156954
4267,319975
4268,319937
4269,320245
4270,312949
4271,320277
4272,214669
4273,248561
4274,238323
4275,215418
4276,198012
4277,217843
4278,232026
4279,189697
4280,183547
4281,188334
4282,189680
4283,186838
4284,183465
4285,179719
4286,186785
4287,262137
4288,293849
4289,292119
4290,280817
4291,292503
4292,180133
4293,198376
4294,166826
4295,147471
4296,193509
4297,154569
4298,188930
4299,176163
4300,173223
4301,166070
4302,172078
4303,141577
4304,313994
4305,277628
4306,279045
4307,175365
4308,179913
4309,198023
4310,178339
4311,181985
4312,199571
4313,205706
4314,208061
4315,203157
4316,321293
4317,319737
4318,319747
4319,179713
4320,184747
4321,203672
4322,175392
4323,200756
4324,191533
4325,199225
4326,200603
4327,179533
4328,194615
4329,195819
4330,183531
4331,193875
4332,187298
4333,204885
4334,216379
4335,219717
4336,184691
4337,182851
4338,185697
4339,180232
4340,186642
4341,195139
4342,199416
4343,181444
4344,124250
4345,214287
4346,160071
4347,203014
4348,163376
4349,164987
4350,169034
4351,225555
4352,159908
4353,209176
4354,153345
4355,219129
4356,193747
4357,187602
4358,195124
4359,195704
4360,186146
4361,248153
4362,200634
4363,176762
4364,200867
4365,213504
4366,170106
4367,177786
4368,215224
4369,164042
4370,167693
4371,217011
4372,175574
4373,183555
4374,178642
4375,221124
4376,161580
4377,160850
4378,220458
4379,187501
4380,226060
4381,223905
4382,182198
4383,211632
4384,131598
4385,134553
4386,178245
4387,148467
4388,193042
4389,196594
4390,175675
4391,196300
4392,203283
4393,127272
4394,196981
4395,171980
4396,234671
4397,209171
4398,220328
4399,219575
4400,216093
4401,218517
4402,224857
4403,208253
4404,211958
4405,223345
4406,215188
4407,205625
4408,224936
4409,209505
4410,207150
4411,228782
4412,222018
4413,208996
4414,223899
4415,209072
4416,223990
4417,216574
4418,220061
4419,210948
4420,232472
4421,211490
4422,206376
4423,226961
4424,226369
4425,219893
4426,211894
4427,231572
4428,209931
4429,180109
4430,176801
4431,179601
4432,189844
4433,161063
4434,166319
4435,168636
4436,170895
4437,171193
4438,163984
4439,174506
4440,168024
4441,174019
4442,167185
4443,171541
4444,169066
4445,175317
4446,185592
4447,164960
4448,168835
4449,192364
4450,192207
4451,192159
4452,192287
4453,193433
4454,192654
4455,197287
4456,192513
4457,153612
4458,176717
4459,214215
4460,232501
4461,230524
4462,215900
4463,232260
4464,220022
4465,238602
4466,199866
4467,230678
4468,217116
4469,216215
4470,212218
4471,222583
4472,211642
4473,227416
4474,213823
4475,242148
4476,194911
4477,207592
4478,184411
4479,236407
4480,234741
4481,258873
4482,228025
4483,230107
4484,259576
4485,293963
4486,212217
4487,229202
4488,264161
4489,216341
4490,227777
4491,245771
4492,248156
4493,218536
4494,241268
4495,258034
4496,243880
4497,211016
4498,267195
4499,261080
4500,247093
4501,230079
4502,271629
4503,259203
4504,222854
4505,265367
4506,252172
4507,226985
4508,244303
4509,243830
4510,223190
4511,207996
4512,289331
4513,271036
4514,275226
4515,266404
4516,262836
4517,267909
4518,262694
4519,263422
4520,262398
4521,271187
4522,261757
4523,265448
4524,162995
4525,170134
4526,176892
4527,201948
4528,194204
4529,177253
4530,173668
4531,183770
4532,213960
4533,171063
4534,196712
4535,173297
4536,162899
4537,166148
4538,266971
4539,264426
4540,267079
4541,320246
4542,320212
4543,320417
4544,319999
4545,320038
4546,202379
4547,189213
4548,152183
4549,171386
4550,169077
4551,177977
4552,194120
4553,191877
4554,177022
4555,178698
4556,185643
4557,197351
4558,172535
4559,172238
4560,171118
4561,186442
4562,155722
4563,169959
4564,174103
4565,175064
4566,179121
4567,173934
4568,193334
4569,169150
4570,176997
4571,178651
4572,177535
4573,197596
4574,181067
4575,188761
4576,188350
4577,187769
4578,177841
4579,183129
4580,191609
4581,165485
4582,183101
4583,170283
4584,193333
4585,193347
4586,188646
4587,183164
4588,147048
4589,175870
4590,188734
4591,179968
4592,144324
4593,138200
4594,169544
4595,188896
4596,161976
4597,179729
4598,165926
4599,141490
4600,258897
4601,150224
4602,158379
4603,181798
4604,163927
4605,207295
4606,189493
4607,188811
4608,172849
4609,176435
4610,164545
4611,155605
4612,184515
4613,167285
4614,180463
4615,163541
4616,181964
4617,158632
4618,154725
4619,174322
4620,161118
4621,148537
4622,166643
4623,158002
4624,137829
4625,179808
4626,192351
4627,149411
4628,164053
4629,137119
4630,133583
4631,140504
4632,145789
4633,140172
4634,153627
4635,137781
4636,148928
4637,133760
4638,166510
4639,154505
4640,165028
4641,156900
4642,174538
4643,159904
4644,165553
4645,157250
4646,171679
4647,153427
4648,171653
4649,165652
4650,179798
4651,188386
4652,178830
4653,172345
4654,172127
4655,178055
4656,174601
4657,182383
4658,177291
4659,185279
4660,179809
4661,148300
4662,217288
4663,254984
4664,256030
4665,246301
4666,263368
4667,214489
4668,266114
4669,251098
4670,209506
4671,208740
4672,206466
4673,210235
4674,199124
4675,271907
4676,244661
4677,267365
4678,198498
4679,195615
4680,199746
4681,187068
4682,216100
4683,153352
4684,191159
4685,190908
4686,165825
4687,193382
4688,152773
4689,161149
4690,201435
4691,185131
4692,290921
4693,225708
4694,222803
4695,282664
4696,277977
4697,279552
4698,277443
4699,265327
4700,261723
4701,270963
4702,265824
4703,274260
4704,267791
4705,265062
4706,258435
4707,157445
4708,158803
4709,148922
4710,117303
4711,159543
4712,175893
4713,192422
4714,171275
4715,167044
4716,154993
4717,140764
4718,114117
4719,207905
4720,216342
4721,198962
4722,215021
4723,199480
4724,202746
4725,210572
4726,215296
4727,221852
4728,179769
4729,216060
4730,211708
4731,186628
4732,192261
4733,205233
4734,191511
4735,193404
4736,189867
4737,203668
4738,204225
4739,200701
4740,188679
4741,196976
4742,193526
4743,269063
4744,154870
4745,209326
4746,211020
4747,208741
4748,223964
4749,198321
4750,212345
4751,213632
4752,211198
4753,210346
4754,209318
4755,106010
4756,206473
4757,209653
4758,224919
4759,219082
4760,214261
4761,213322
4762,209075
4763,247771
4764,209230
4765,210373
4766,319776
4767,203941
4768,217490
4769,213656
4770,210312
4771,225119
4772,217082
4773,319964
4774,272367
4775,272911
4776,266152
4777,252462
4778,198567
4779,204483
4780,191455
4781,211776
4782,210746
4783,323093
4784,317539
4785,318121
4786,316610
4787,321113
4788,315469
4789,301584
4790,316426
4791,312936
4792,319657
4793,317608
4794,306451
4795,320171
4796,48000
4797,264088
4798,224280
4799,238808
4800,128065
4801,244780
4802,184276
4803,220169
4804,179549
4805,216998
4806,134534
4807,210152
4808,213256
4809,225600
4810,207460
4811,208425
4812,198638
4813,321414
4814,334914
4815,319373
4816,320663
4817,323590
4818,319908
4819,320177
4820,321828
4821,327887
4822,320444
4823,319894
4824,319876
4825,307600
4826,318991
4827,318086
4828,318170
4829,310851
4830,217094
